name_product,category,price_original,price_sale,discount,condition,availability,date_seen,weight_kg,shipping,merchant
DETAILS ABOUT KINGSTON A400 SSD 120GB SATA III 2.5” INTERNAL SOLID STATE DRIVE SA400S37 120G,Electronics,54.99,54.99,No Discount,New,Available,2017-07-26,0.04,Undefined,Bestbuy
DETAILS ABOUT KINGSTON A400 SSD 120GB SATA III 2.5” INTERNAL SOLID STATE DRIVE SA400S37 120G,Electronics,44.99,44.99,No Discount,New,Available,2018-05-26,0.04,Undefined,Bestbuy
DETAILS ABOUT KINGSTON A400 SSD 120GB SATA III 2.5” INTERNAL SOLID STATE DRIVE SA400S37 120G,Electronics,53.98,53.98,No Discount,New,Available,2017-11-12,0.04,Undefined,"PPG Consulting, Inc"
DETAILS ABOUT KINGSTON A400 SSD 120GB SATA III 2.5” INTERNAL SOLID STATE DRIVE SA400S37 120G,Electronics,59.99,59.99,No Discount,New,Available,2017-08-30,0.04,Undefined,Bestbuy
DETAILS ABOUT KINGSTON A400 SSD 120GB SATA III 2.5” INTERNAL SOLID STATE DRIVE SA400S37 120G,Electronics,47.99,47.99,No Discount,New,Available,2017-05-18,0.04,Undefined,Bestbuy
DETAILS ABOUT KINGSTON A400 SSD 120GB SATA III 2.5” INTERNAL SOLID STATE DRIVE SA400S37 120G,Electronics,41.99,41.99,No Discount,New,Available,2018-06-20,0.04,Free Shipping,nationwidedistributors
DETAILS ABOUT KINGSTON A400 SSD 120GB SATA III 2.5” INTERNAL SOLID STATE DRIVE SA400S37 120G,Electronics,42.99,42.99,No Discount,New,Available,2018-05-26,0.04,Undefined,Bestbuy
DETAILS ABOUT KINGSTON A400 SSD 120GB SATA III 2.5” INTERNAL SOLID STATE DRIVE SA400S37 120G,Electronics,57.99,57.99,No Discount,New,Available,2017-08-12,0.04,Undefined,Bestbuy
DETAILS ABOUT KINGSTON A400 SSD 120GB SATA III 2.5” INTERNAL SOLID STATE DRIVE SA400S37 120G,Electronics,45.99,45.99,No Discount,New,Available,2017-03-02,0.04,Undefined,Bestbuy
DETAILS ABOUT KINGSTON A400 SSD 120GB SATA III 2.5” INTERNAL SOLID STATE DRIVE SA400S37 120G,Electronics,32.39,32.39,No Discount,Used,Available,2018-06-20,0.04,Undefined,gamegear14
DETAILS ABOUT KINGSTON A400 SSD 120GB SATA III 2.5” INTERNAL SOLID STATE DRIVE SA400S37 120G,Electronics,37.99,37.99,No Discount,New,Available,2018-06-04,0.04,Free Shipping,bhphotovideo
DETAILS ABOUT KINGSTON A400 SSD 120GB SATA III 2.5” INTERNAL SOLID STATE DRIVE SA400S37 120G,Electronics,58.99,58.99,No Discount,New,Available,2017-09-06,0.04,Undefined,Bestbuy
DETAILS ABOUT KINGSTON A400 SSD 120GB SATA III 2.5” INTERNAL SOLID STATE DRIVE SA400S37 120G,Electronics,67.67,67.67,No Discount,New,Available,2017-07-23,0.04,Undefined,OutletPC
HP ENVY 34 B010 34 INCH CURVED ALL IN ONE COMPUTER (INTEL CORE I7 7700T,Electronics,1829.99,1829.99,No Discount,New,Available,2017-06-29,23.4,Undefined,Bestbuy
HP ENVY 34 B010 34 INCH CURVED ALL IN ONE COMPUTER (INTEL CORE I7 7700T,Electronics,1899.99,1899.99,No Discount,New,Available,2017-07-07,23.4,Undefined,Bestbuy
HP ENVY 34 B010 34 INCH CURVED ALL IN ONE COMPUTER (INTEL CORE I7 7700T,Electronics,1737.99,1737.99,No Discount,New,Available,2017-06-29,23.4,Undefined,Bestbuy
HP ENVY 34 B010 34 INCH CURVED ALL IN ONE COMPUTER (INTEL CORE I7 7700T,Electronics,1894.99,1894.99,No Discount,New,Available,2017-06-01,23.4,Undefined,Bestbuy
HP ENVY 34 B010 34 INCH CURVED ALL IN ONE COMPUTER (INTEL CORE I7 7700T,Electronics,2034.99,1829.0,10%,New,Available,2017-07-23,23.4,Standard Shipping,Walmart
HP ENVY 34 B010 34 INCH CURVED ALL IN ONE COMPUTER (INTEL CORE I7 7700T,Electronics,1972.24,1972.24,No Discount,New,Available,2017-12-13,23.4,Standard Shipping,Walmart
HP ENVY 34 B010 34 INCH CURVED ALL IN ONE COMPUTER (INTEL CORE I7 7700T,Electronics,1999.99,1999.99,No Discount,New,Available,2017-03-30,23.4,Undefined,Bestbuy
HP ENVY 34 B010 34 INCH CURVED ALL IN ONE COMPUTER (INTEL CORE I7 7700T,Electronics,1908.99,1908.99,No Discount,New,Available,2018-03-05,23.4,Standard Shipping,Walmart
HP ENVY 34 B010 34 INCH CURVED ALL IN ONE COMPUTER (INTEL CORE I7 7700T,Electronics,1898.99,1898.99,No Discount,New,Available,2018-05-26,23.4,Undefined,Bestbuy
HP ENVY 34 B010 34 INCH CURVED ALL IN ONE COMPUTER (INTEL CORE I7 7700T,Electronics,1999.99,1999.99,No Discount,New,Available,2018-05-26,23.4,Undefined,Bestbuy
HP ENVY 34 B010 34 INCH CURVED ALL IN ONE COMPUTER (INTEL CORE I7 7700T,Electronics,1897.0,1897.0,No Discount,New,Available,2018-04-26,23.4,Standard Shipping,Walmart
SAMSUNG 860 EVO 500GB 2.5 INCH SATA III INTERNAL SSD (MZ 76E500B AM),Electronics,134.99,134.99,No Discount,New,Available,2018-05-26,0.17,Undefined,Bestbuy
SAMSUNG 860 EVO 500GB 2.5 INCH SATA III INTERNAL SSD (MZ 76E500B AM),Electronics,144.99,144.99,No Discount,New,Available,2018-03-30,0.17,Undefined,Newegg
SAMSUNG 860 EVO 500GB 2.5 INCH SATA III INTERNAL SSD (MZ 76E500B AM),Electronics,129.99,129.99,No Discount,New,Available,2018-05-26,0.17,Undefined,Bestbuy
SAMSUNG 860 EVO 500GB 2.5 INCH SATA III INTERNAL SSD (MZ 76E500B AM),Electronics,163.99,163.99,No Discount,New,Available,2018-02-17,0.17,Free Shipping,friendlynerd
SAMSUNG 860 EVO 500GB 2.5 INCH SATA III INTERNAL SSD (MZ 76E500B AM),Electronics,143.99,143.99,No Discount,New,Available,2018-03-30,0.17,Free Shipping,isellstuff86
UNIVERSAL PROJECTOR MOUNT WITH 3 EXTENSION COLUMN,Electronics,104.99,104.99,No Discount,New,Available,2017-07-26,11.34,Undefined,Bestbuy
UNIVERSAL PROJECTOR MOUNT WITH 3 EXTENSION COLUMN,Electronics,104.99,104.99,No Discount,New,Available,2017-10-31,11.34,Expedited Shipping,Walmart
UNIVERSAL PROJECTOR MOUNT WITH 3 EXTENSION COLUMN,Electronics,104.99,104.99,No Discount,New,Available,2018-05-26,11.34,Undefined,Bestbuy
UNIVERSAL PROJECTOR MOUNT WITH 3 EXTENSION COLUMN,Electronics,116.41,101.72,13%,New,Available,2017-07-23,11.34,Expedited Shipping,Walmart
KICKER FRONTROW 6 CHANNEL DIGITAL SIGNAL PROCESSOR BLACK,Electronics,204.15,204.15,No Discount,New,Available,2017-09-08,1.75,Freight Shipping,UnbeatableSale
KICKER FRONTROW 6 CHANNEL DIGITAL SIGNAL PROCESSOR BLACK,Electronics,239.9,239.9,No Discount,New,Available,2018-01-10,1.75,Undefined,CosmeticMall
KICKER FRONTROW 6 CHANNEL DIGITAL SIGNAL PROCESSOR BLACK,Electronics,223.89,223.89,No Discount,New,Available,2017-10-25,1.75,Undefined,Pro AV Dealer
KICKER FRONTROW 6 CHANNEL DIGITAL SIGNAL PROCESSOR BLACK,Electronics,249.99,249.99,No Discount,New,Available,2017-08-25,1.75,Free Shipping,hifisoundconnection
KICKER FRONTROW 6 CHANNEL DIGITAL SIGNAL PROCESSOR BLACK,Electronics,249.95,249.95,No Discount,New,Available,2017-08-24,1.75,Free Shipping,www-sonicelectronix-com
KICKER FRONTROW 6 CHANNEL DIGITAL SIGNAL PROCESSOR BLACK,Electronics,249.95,249.95,No Discount,New,Available,2017-07-23,1.75,Undefined,Creative Audio
KICKER FRONTROW 6 CHANNEL DIGITAL SIGNAL PROCESSOR BLACK,Electronics,249.94,249.94,No Discount,New,Available,2018-01-22,1.75,Undefined,CosmeticMall
KICKER FRONTROW 6 CHANNEL DIGITAL SIGNAL PROCESSOR BLACK,Electronics,249.99,249.99,No Discount,New,Available,2018-06-22,1.75,Undefined,Bestbuy
KICKER FRONTROW 6 CHANNEL DIGITAL SIGNAL PROCESSOR BLACK,Electronics,249.99,249.99,No Discount,New,Available,2017-03-03,1.75,Undefined,Bestbuy
KICKER FRONTROW 6 CHANNEL DIGITAL SIGNAL PROCESSOR BLACK,Electronics,248.77,248.77,No Discount,New,Available,2017-10-21,1.75,Undefined,Pro AV Dealer Inc
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,2589.52,2589.52,No Discount,New,Available,2017-06-27,34.11,Free Shipping,ielectrica
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,2549.52,2549.52,No Discount,New,Available,2017-06-29,34.11,Free Shipping,ielectrica
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,2699.99,2699.99,No Discount,New,Available,2017-07-25,34.11,Free Shipping,electronicsliquidators
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,4999.99,4999.99,No Discount,New,Available,2017-03-04,34.11,Free Shipping,Bestbuy
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,3299.99,3299.99,No Discount,New,Available,2017-05-01,34.11,Free Shipping,Bestbuy
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,1998.0,1998.0,No Discount,New,Available,2018-04-26,34.11,Free Shipping,bhphotovideo
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,2800.0,2800.0,No Discount,New,Available,2017-06-10,34.11,Free Shipping,echo-and-optics
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,2798.0,2798.0,No Discount,New,Available,2017-08-22,34.11,Free Shipping,buydig
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,2998.0,2998.0,No Discount,New,Available,2017-07-24,34.11,Free Shipping,electronic_express
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,2749.52,2749.52,No Discount,New,Available,2017-07-11,34.11,Undefined,echo-and-optics
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,2498.0,2498.0,No Discount,New,Available,2017-07-21,34.11,Free Shipping,electronic_express
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,3499.99,1998.0,43%,New,Available,2018-03-09,34.11,Standard Shipping,Beach Camera
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,2589.52,2589.52,No Discount,New,Available,2017-06-28,34.11,Free Shipping,echo-and-optics
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,2549.52,2549.52,No Discount,New,Available,2017-06-29,34.11,Undefined,echo-and-optics
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,3499.99,2498.0,29%,New,Available,2017-09-07,34.11,Freight Shipping,Walmart
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,3796.0,3796.0,No Discount,New,Available,2017-10-24,34.11,Undefined,Beach Camera
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,2798.0,2798.0,No Discount,New,Available,2017-08-22,34.11,Free Shipping,bhphotovideo
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,2598.0,2598.0,No Discount,New,Available,2017-06-25,34.11,Free Shipping,electronic_express
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,2499.99,2499.99,No Discount,New,Available,2017-08-22,34.11,Free Shipping,electronicsliquidators
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,2399.99,2399.99,No Discount,New,Available,2017-08-28,34.11,Free Shipping,gearbrokers
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,2779.52,2779.52,No Discount,New,Available,2017-06-17,34.11,Free Shipping,echo-and-optics
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,2498.0,2498.0,No Discount,New,Available,2017-08-19,34.11,Free Shipping,bhphotovideo
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,2575.99,2575.99,No Discount,New,Available,2017-07-07,34.11,Free Shipping,Bestbuy
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,2799.99,2799.99,No Discount,New,Available,2017-07-24,34.11,Free Shipping,electronicsliquidators
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,2759.99,2759.99,No Discount,New,Available,2017-07-26,34.11,Free Shipping,Bestbuy
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,2799.99,2799.99,No Discount,New,Available,2017-08-01,34.11,Free Shipping,Bestbuy
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,2998.0,2998.0,No Discount,New,Available,2017-06-03,34.11,Free Shipping,buydig
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,2798.0,2798.0,No Discount,New,Available,2017-07-08,34.11,Free Shipping,electronic_express
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,2498.0,2498.0,No Discount,New,Available,2017-08-28,34.11,Free Shipping,buydig
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,2298.0,2298.0,No Discount,New,Available,2017-12-04,34.11,Free Shipping,bhphotovideo
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,2999.99,2999.99,No Discount,New,Available,2017-05-18,34.11,Free Shipping,Bestbuy
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,2779.52,2779.52,No Discount,New,Available,2017-06-17,34.11,Undefined,ielectrica
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,3499.99,1998.0,43%,New,Available,2018-01-20,34.11,Freight Shipping,Walmart
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,3629.83,3629.83,No Discount,New,Available,2017-07-10,34.11,Free Shipping,kourke
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,3499.99,3499.99,No Discount,New,Available,2017-03-30,34.11,Free Shipping,Bestbuy
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,3498.0,3498.0,No Discount,New,Available,2017-08-19,34.11,Free Shipping,bhphotovideo
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,2998.0,2998.0,No Discount,New,Available,2017-11-18,34.11,Free Shipping,bhphotovideo
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,2598.0,2598.0,No Discount,New,Available,2017-06-28,34.11,Free Shipping,videoandaudiocenter
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,2998.0,2998.0,No Discount,New,Available,2017-07-23,34.11,Free Shipping,brandsmartusa
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,2749.52,2749.52,No Discount,New,Available,2017-07-14,34.11,Free Shipping,ielectrica
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,2498.0,2498.0,No Discount,New,Available,2017-09-28,34.11,Free Shipping,redcloudtech
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,2699.99,2699.99,No Discount,New,Available,2017-07-26,34.11,Free Shipping,echo-and-optics
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,2998.0,2998.0,No Discount,New,Available,2017-07-26,34.11,Free Shipping,wwstereo
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,2798.0,2798.0,No Discount,New,Available,2017-07-08,34.11,Free Shipping,echo-and-optics
XBR X850E SERIES 75 CLASS HDR UHD SMART LED TV,Electronics,4999.99,2498.0,50%,New,Available,2017-07-21,34.11,Freight Shipping,World Wide Stereo
VICTROLA BLUETOOTH STEREO TURNTABLE MAP,Electronics,59.99,59.99,No Discount,New,Available,2018-04-25,2.04,Undefined,Bestbuy
VICTROLA BLUETOOTH STEREO TURNTABLE MAP,Electronics,46.99,46.99,No Discount,New,Available,2018-04-25,2.04,Undefined,Bestbuy
STEELSERIES SIBERIA 800 LAG FREE WIRELESS GAMING HEADSET WITH OLED TRANSMITTER AND DOLBY 7.1 SURROUND SOUND,Electronics,299.99,299.99,No Discount,New,Available,2018-05-26,0.03,Undefined,Bestbuy
CORSAIR VENGEANCE SERIES 16GB (2PK 8GB) 2.4GHZ DDR4 LAPTOP MEMORY BLACK,Electronics,189.99,189.99,No Discount,New,Available,2018-04-24,0.02,Undefined,Bestbuy
CORSAIR VENGEANCE SERIES 16GB (2PK 8GB) 2.4GHZ DDR4 LAPTOP MEMORY BLACK,Electronics,179.99,179.99,No Discount,New,Available,2018-05-26,0.02,Undefined,Bestbuy
"INTUOS CREATIVE PEN TABLET (SMALL, BLACK)",Electronics,79.99,79.99,No Discount,New,Available,2018-05-27,0.23,Undefined,Bestbuy
"INTUOS CREATIVE PEN TABLET (SMALL, BLACK)",Electronics,79.95,79.95,No Discount,New,Available,2018-04-02,0.23,Free Shipping,bhphotovideo
YAMAHA RX V479BL 5.1 CHANNEL AV RECEIVER (BLACK),Electronics,399.95,399.95,No Discount,New,Available,2018-03-05,0.0,Standard Shipping,Clover Hill
YAMAHA RX V479BL 5.1 CHANNEL AV RECEIVER (BLACK),Electronics,399.99,399.99,No Discount,New,Available,2017-03-04,0.0,Undefined,Bestbuy
YAMAHA RX V479BL 5.1 CHANNEL AV RECEIVER (BLACK),Electronics,299.99,299.99,No Discount,New,Available,2017-03-04,0.0,Undefined,Bestbuy
PIONEER ELITE 7.2 CH. HI RES 4K ULTRA HD HDR COMPATIBLE A V HOME THEATER RECEIVER BLACK,Electronics,499.0,499.0,No Discount,New,Available,2017-08-19,8.62,Free Shipping,bhphotovideo
PIONEER ELITE 7.2 CH. HI RES 4K ULTRA HD HDR COMPATIBLE A V HOME THEATER RECEIVER BLACK,Electronics,404.99,404.99,No Discount,New,Available,2017-10-10,8.62,Undefined,Bestbuy
PIONEER ELITE 7.2 CH. HI RES 4K ULTRA HD HDR COMPATIBLE A V HOME THEATER RECEIVER BLACK,Electronics,449.98,449.98,No Discount,New,Available,2017-10-10,8.62,Undefined,Bestbuy
PIONEER ELITE 7.2 CH. HI RES 4K ULTRA HD HDR COMPATIBLE A V HOME THEATER RECEIVER BLACK,Electronics,499.98,499.98,No Discount,New,Available,2017-07-26,8.62,Undefined,Bestbuy
PIONEER ELITE 7.2 CH. HI RES 4K ULTRA HD HDR COMPATIBLE A V HOME THEATER RECEIVER BLACK,Electronics,449.99,449.99,No Discount,New,Available,2017-07-26,8.62,Undefined,Bestbuy
PIONEER ELITE 7.2 CH. HI RES 4K ULTRA HD HDR COMPATIBLE A V HOME THEATER RECEIVER BLACK,Electronics,329.99,329.99,No Discount,New,Available,2018-03-05,8.62,Standard Shipping,a1Components
PIONEER ELITE 7.2 CH. HI RES 4K ULTRA HD HDR COMPATIBLE A V HOME THEATER RECEIVER BLACK,Electronics,499.99,329.0,34%,New,Available,2018-03-24,8.62,Undefined,Electronics Expo (Authorized Dealer)
PIONEER ELITE 7.2 CH. HI RES 4K ULTRA HD HDR COMPATIBLE A V HOME THEATER RECEIVER BLACK,Electronics,449.0,449.0,No Discount,New,Available,2017-08-19,8.62,Free Shipping,bhphotovideo
PIONEER ELITE 7.2 CH. HI RES 4K ULTRA HD HDR COMPATIBLE A V HOME THEATER RECEIVER BLACK,Electronics,499.98,499.98,No Discount,New,Available,2018-05-26,8.62,Undefined,Bestbuy
RAZER MANO WAR WIRELESS 7.1 SURROUND SOUND GAMING HEADSET (BLACK) MAN O WAR READ,Electronics,42.0,42.0,No Discount,Used,Available,2018-06-10,0.6,Paid Shipping,fustuation
RAZER MANO WAR WIRELESS 7.1 SURROUND SOUND GAMING HEADSET (BLACK) MAN O WAR READ,Electronics,169.99,169.99,No Discount,New,Available,2018-04-02,0.6,Free Shipping,bhphotovideo
RAZER MANO WAR WIRELESS 7.1 SURROUND SOUND GAMING HEADSET (BLACK) MAN O WAR READ,Electronics,139.99,139.99,No Discount,New,Available,2018-05-26,0.6,Undefined,Bestbuy
RAZER MANO WAR WIRELESS 7.1 SURROUND SOUND GAMING HEADSET (BLACK) MAN O WAR READ,Electronics,169.99,169.99,No Discount,New,Available,2018-05-26,0.6,Undefined,Bestbuy
"4TB NETWORK OEM HDD RETAIL KIT (8 PACK, WD40EFRX, RED DRIVES)",Electronics,875.0,875.0,No Discount,New,Available,2017-08-19,0.65,Free Shipping,bhphotovideo
"4TB NETWORK OEM HDD RETAIL KIT (8 PACK, WD40EFRX, RED DRIVES)",Electronics,518.9,518.9,No Discount,New,Available,2017-10-17,0.65,Free Shipping,bhphotovideo
"4TB NETWORK OEM HDD RETAIL KIT (8 PACK, WD40EFRX, RED DRIVES)",Electronics,486.98,486.98,No Discount,New,Available,2017-12-09,0.65,Free Shipping,bhphotovideo
"4TB NETWORK OEM HDD RETAIL KIT (8 PACK, WD40EFRX, RED DRIVES)",Electronics,149.99,149.99,No Discount,New,Available,2017-08-23,0.65,Undefined,Bestbuy
"4TB NETWORK OEM HDD RETAIL KIT (8 PACK, WD40EFRX, RED DRIVES)",Electronics,795.0,795.0,No Discount,New,Available,2017-08-19,0.65,Free Shipping,bhphotovideo
"4TB NETWORK OEM HDD RETAIL KIT (8 PACK, WD40EFRX, RED DRIVES)",Electronics,1039.95,1039.95,No Discount,New,Available,2017-08-30,0.65,Free Shipping,bhphotovideo
"4TB NETWORK OEM HDD RETAIL KIT (8 PACK, WD40EFRX, RED DRIVES)",Electronics,1163.5,1163.5,No Discount,New,Available,2017-10-17,0.65,Free Shipping,bhphotovideo
"4TB NETWORK OEM HDD RETAIL KIT (8 PACK, WD40EFRX, RED DRIVES)",Electronics,546.0,546.0,No Discount,New,Available,2017-08-19,0.65,Free Shipping,bhphotovideo
"4TB NETWORK OEM HDD RETAIL KIT (8 PACK, WD40EFRX, RED DRIVES)",Electronics,427.4,427.4,No Discount,New,Available,2017-08-30,0.65,Free Shipping,bhphotovideo
"4TB NETWORK OEM HDD RETAIL KIT (8 PACK, WD40EFRX, RED DRIVES)",Electronics,133.99,133.99,No Discount,New,Available,2017-12-05,0.65,Free Shipping,bhphotovideo
"4TB NETWORK OEM HDD RETAIL KIT (8 PACK, WD40EFRX, RED DRIVES)",Electronics,493.1,493.1,No Discount,New,Available,2017-11-18,0.65,Free Shipping,bhphotovideo
"4TB NETWORK OEM HDD RETAIL KIT (8 PACK, WD40EFRX, RED DRIVES)",Electronics,848.8,848.8,No Discount,New,Available,2017-10-17,0.65,Free Shipping,bhphotovideo
"4TB NETWORK OEM HDD RETAIL KIT (8 PACK, WD40EFRX, RED DRIVES)",Electronics,818.96,818.96,No Discount,New,Available,2018-05-07,0.65,Free Shipping,bhphotovideo
"4TB NETWORK OEM HDD RETAIL KIT (8 PACK, WD40EFRX, RED DRIVES)",Electronics,433.1,433.1,No Discount,New,Available,2017-11-18,0.65,Free Shipping,bhphotovideo
"4TB NETWORK OEM HDD RETAIL KIT (8 PACK, WD40EFRX, RED DRIVES)",Electronics,969.95,969.95,No Discount,New,Available,2018-05-07,0.65,Free Shipping,bhphotovideo
"4TB NETWORK OEM HDD RETAIL KIT (8 PACK, WD40EFRX, RED DRIVES)",Electronics,928.8,928.8,No Discount,New,Available,2017-10-17,0.65,Free Shipping,bhphotovideo
"4TB NETWORK OEM HDD RETAIL KIT (8 PACK, WD40EFRX, RED DRIVES)",Electronics,877.2,877.2,No Discount,New,Available,2017-11-18,0.65,Free Shipping,bhphotovideo
"4TB NETWORK OEM HDD RETAIL KIT (8 PACK, WD40EFRX, RED DRIVES)",Electronics,548.2,548.2,No Discount,New,Available,2017-11-18,0.65,Free Shipping,bhphotovideo
"4TB NETWORK OEM HDD RETAIL KIT (8 PACK, WD40EFRX, RED DRIVES)",Electronics,1063.5,1063.5,No Discount,New,Available,2017-11-18,0.65,Free Shipping,bhphotovideo
"4TB NETWORK OEM HDD RETAIL KIT (8 PACK, WD40EFRX, RED DRIVES)",Electronics,125.99,125.99,No Discount,New,Available,2018-05-27,0.65,Undefined,Bestbuy
"4TB NETWORK OEM HDD RETAIL KIT (8 PACK, WD40EFRX, RED DRIVES)",Electronics,134.2,134.2,No Discount,New,Available,2017-08-29,0.65,Free Shipping,bhphotovideo
"4TB NETWORK OEM HDD RETAIL KIT (8 PACK, WD40EFRX, RED DRIVES)",Electronics,458.9,458.9,No Discount,New,Available,2017-10-17,0.65,Free Shipping,bhphotovideo
"4TB NETWORK OEM HDD RETAIL KIT (8 PACK, WD40EFRX, RED DRIVES)",Electronics,398.98,398.98,No Discount,New,Available,2018-06-04,0.65,Free Shipping,bhphotovideo
"4TB NETWORK OEM HDD RETAIL KIT (8 PACK, WD40EFRX, RED DRIVES)",Electronics,536.8,536.8,No Discount,New,Available,2017-08-30,0.65,Free Shipping,bhphotovideo
"4TB NETWORK OEM HDD RETAIL KIT (8 PACK, WD40EFRX, RED DRIVES)",Electronics,137.05,137.05,No Discount,New,Available,2017-11-18,0.65,Free Shipping,bhphotovideo
"4TB NETWORK OEM HDD RETAIL KIT (8 PACK, WD40EFRX, RED DRIVES)",Electronics,977.5,977.5,No Discount,New,Available,2018-04-03,0.65,Free Shipping,bhphotovideo
"4TB NETWORK OEM HDD RETAIL KIT (8 PACK, WD40EFRX, RED DRIVES)",Electronics,784.96,784.96,No Discount,New,Available,2017-10-25,0.65,Free Shipping,bhphotovideo
"4TB NETWORK OEM HDD RETAIL KIT (8 PACK, WD40EFRX, RED DRIVES)",Electronics,136.99,136.99,No Discount,New,Available,2017-08-30,0.65,Undefined,Bestbuy
"4TB NETWORK OEM HDD RETAIL KIT (8 PACK, WD40EFRX, RED DRIVES)",Electronics,865.8,865.8,No Discount,New,Available,2017-08-29,0.65,Free Shipping,bhphotovideo
"4TB NETWORK OEM HDD RETAIL KIT (8 PACK, WD40EFRX, RED DRIVES)",Electronics,599.8,599.8,No Discount,New,Available,2017-10-17,0.65,Free Shipping,bhphotovideo
"4TB NETWORK OEM HDD RETAIL KIT (8 PACK, WD40EFRX, RED DRIVES)",Electronics,797.2,797.2,No Discount,New,Available,2017-11-18,0.65,Free Shipping,bhphotovideo
"4TB NETWORK OEM HDD RETAIL KIT (8 PACK, WD40EFRX, RED DRIVES)",Electronics,426.98,426.98,No Discount,New,Available,2017-12-05,0.65,Free Shipping,bhphotovideo
"4TB NETWORK OEM HDD RETAIL KIT (8 PACK, WD40EFRX, RED DRIVES)",Electronics,535.96,535.96,No Discount,New,Available,2017-12-07,0.65,Free Shipping,bhphotovideo
"4TB NETWORK OEM HDD RETAIL KIT (8 PACK, WD40EFRX, RED DRIVES)",Electronics,134.99,134.99,No Discount,New,Available,2017-10-10,0.65,Undefined,Bestbuy
"4TB NETWORK OEM HDD RETAIL KIT (8 PACK, WD40EFRX, RED DRIVES)",Electronics,785.8,785.8,No Discount,New,Available,2017-08-29,0.65,Free Shipping,bhphotovideo
"4TB NETWORK OEM HDD RETAIL KIT (8 PACK, WD40EFRX, RED DRIVES)",Electronics,148.49,148.49,No Discount,New,Available,2017-12-07,0.65,Expedited Shipping,Walmart
"4TB NETWORK OEM HDD RETAIL KIT (8 PACK, WD40EFRX, RED DRIVES)",Electronics,864.96,864.96,No Discount,New,Available,2017-10-25,0.65,Free Shipping,bhphotovideo
"4TB NETWORK OEM HDD RETAIL KIT (8 PACK, WD40EFRX, RED DRIVES)",Electronics,748.96,748.96,No Discount,New,Available,2018-06-04,0.65,Free Shipping,bhphotovideo
"4TB NETWORK OEM HDD RETAIL KIT (8 PACK, WD40EFRX, RED DRIVES)",Electronics,109.99,109.99,No Discount,New,Available,2017-08-01,0.65,Undefined,Bestbuy
